Entity,Code,Year,Patent applications per million people
Trinidad and Tobago,TTO,2012,1.3982308
Trinidad and Tobago,TTO,2014,2.75736
Trinidad and Tobago,TTO,2015,2.054541
Trinidad and Tobago,TTO,2016,2.0417414
Trinidad and Tobago,TTO,2018,2.658325
Trinidad and Tobago,TTO,2019,0.6579121
Trinidad and Tobago,TTO,2020,0.6586999
Tunisia,TUN,1980,4.1044917
Tunisia,TUN,1981,4.151807
Tunisia,TUN,1983,2.6793504
Tunisia,TUN,1984,1.6485425
Tunisia,TUN,1985,1.8726354
Tunisia,TUN,1986,3.647968
Tunisia,TUN,1987,3.3018775
Tunisia,TUN,1988,2.4786859
Tunisia,TUN,1989,3.1490715
Tunisia,TUN,1990,3.199039
Tunisia,TUN,1991,3.0152419
Tunisia,TUN,1992,2.49928
Tunisia,TUN,1993,4.678532
Tunisia,TUN,1994,4.2654934
Tunisia,TUN,1995,3.3354473
Tunisia,TUN,1996,4.7717247
Tunisia,TUN,1997,4.2896194
Tunisia,TUN,1998,3.9267771
Tunisia,TUN,1999,6.845071
Tunisia,TUN,2000,4.7506776
Tunisia,TUN,2001,2.2010753
Tunisia,TUN,2002,4.4578447
Tunisia,TUN,2003,3.4334602
Tunisia,TUN,2004,4.469391
Tunisia,TUN,2005,5.3906546
Tunisia,TUN,2006,7.3448334
Tunisia,TUN,2007,7.183094
Tunisia,TUN,2008,7.115851
Tunisia,TUN,2009,9.7361965
Tunisia,TUN,2010,10.37167
Tunisia,TUN,2011,12.417824
Tunisia,TUN,2012,13.423559
Tunisia,TUN,2013,9.911255
Tunisia,TUN,2014,12.424585
Tunisia,TUN,2015,15.573926
Tunisia,TUN,2016,20.110107
Tunisia,TUN,2017,14.562152
Tunisia,TUN,2018,15.084169
Turkey,TUR,1980,3.039302
Turkey,TUR,1981,3.4902947
Turkey,TUR,1982,2.7421114
Turkey,TUR,1984,3.1804254
Turkey,TUR,1985,2.6842537
Turkey,TUR,1986,3.4644868
Turkey,TUR,1987,2.6926746
Turkey,TUR,1988,2.9267793
Turkey,TUR,1989,3.0391011
Turkey,TUR,1990,2.540307
Turkey,TUR,1991,2.6752868
Turkey,TUR,1992,3.3568943
Turkey,TUR,1993,2.9495947
Turkey,TUR,1994,2.5895965
Turkey,TUR,1995,2.8665137
Turkey,TUR,1996,3.1346514
Turkey,TUR,1997,3.3128026
Turkey,TUR,1998,3.325718
Turkey,TUR,1999,4.3680825
Turkey,TUR,2000,4.32046
Turkey,TUR,2001,5.1788774
Turkey,TUR,2002,6.2738047
Turkey,TUR,2003,7.3129888
Turkey,TUR,2004,10.061212
Turkey,TUR,2005,13.507079
Turkey,TUR,2006,15.402005
Turkey,TUR,2007,25.685102
Turkey,TUR,2008,31.141016
Turkey,TUR,2009,35.375244
Turkey,TUR,2010,43.44538
Turkey,TUR,2011,52.376945
Turkey,TUR,2012,58.90211
Turkey,TUR,2013,57.354694
Turkey,TUR,2014,61.014904
Turkey,TUR,2015,67.1972
Turkey,TUR,2016,76.895164
Turkey,TUR,2017,99.58604
Turkey,TUR,2018,86.41541
Turkey,TUR,2019,94.28415
Turkey,TUR,2020,94.13394
Turkmenistan,TKM,1996,15.34494
Turkmenistan,TKM,1997,11.916553
Turkmenistan,TKM,1998,9.251898
Turkmenistan,TKM,1999,9.775416
Uganda,UGA,2003,0.1897192
Uganda,UGA,2004,0.44205275
Uganda,UGA,2005,0.10734764
Uganda,UGA,2006,0.3822998
Uganda,UGA,2007,0.20249881
Uganda,UGA,2013,0.2834984
Uganda,UGA,2014,0.13760252
Uganda,UGA,2015,0.24014501
Uganda,UGA,2016,0.41292125
Uganda,UGA,2017,0.6230204
Uganda,UGA,2018,0.14452468
Uganda,UGA,2019,0.32596743
Uganda,UGA,2020,0.2927624
Ukraine,UKR,1992,5.9669614
Ukraine,UKR,1993,167.7726
Ukraine,UKR,1994,104.00608
Ukraine,UKR,1995,94.08305
Ukraine,UKR,1996,71.83485
Ukraine,UKR,1997,93.443504
Ukraine,UKR,1998,106.923454
Ukraine,UKR,1999,109.50907
Ukraine,UKR,2000,114.976036
Ukraine,UKR,2001,148.8809
Ukraine,UKR,2002,33.370476
Ukraine,UKR,2003,34.344666
Ukraine,UKR,2004,86.53894
Ukraine,UKR,2005,75.41682
Ukraine,UKR,2006,74.56127
Ukraine,UKR,2007,74.2771
Ukraine,UKR,2008,61.329136
Ukraine,UKR,2009,53.07008
Ukraine,UKR,2010,55.950764
Ukraine,UKR,2011,58.199142
Ukraine,UKR,2012,54.860317
Ukraine,UKR,2013,63.036472
Ukraine,UKR,2014,54.42093
Ukraine,UKR,2015,50.486225
Ukraine,UKR,2016,49.80643
Ukraine,UKR,2017,51.122707
Ukraine,UKR,2018,47.404827
Ukraine,UKR,2019,47.431526
Ukraine,UKR,2020,30.995455
United Arab Emirates,ARE,2010,2.9474962
United Arab Emirates,ARE,2011,3.8483024
United Arab Emirates,ARE,2012,2.6543639
United Arab Emirates,ARE,2013,2.3994918
United Arab Emirates,ARE,2014,3.282044
United Arab Emirates,ARE,2015,3.925127
United Arab Emirates,ARE,2016,6.337371
United Arab Emirates,ARE,2017,6.9472804
United Arab Emirates,ARE,2018,6.2362065
United Arab Emirates,ARE,2019,5.9706936
United Arab Emirates,ARE,2020,4.1992893
United Kingdom,GBR,1980,348.1853
United Kingdom,GBR,1981,368.96332
United Kingdom,GBR,1982,363.68384
United Kingdom,GBR,1983,352.07843
United Kingdom,GBR,1984,337.52148
United Kingdom,GBR,1985,347.29773
United Kingdom,GBR,1986,353.3026
United Kingdom,GBR,1987,350.98172
United Kingdom,GBR,1988,360.58026
United Kingdom,GBR,1989,345.7139
United Kingdom,GBR,1990,337.5258
United Kingdom,GBR,1991,335.25424
United Kingdom,GBR,1992,327.73865
United Kingdom,GBR,1993,324.85385
United Kingdom,GBR,1994,318.1399
United Kingdom,GBR,1995,321.59302
United Kingdom,GBR,1996,313.09302
United Kingdom,GBR,1997,307.94748
United Kingdom,GBR,1998,334.19852
United Kingdom,GBR,1999,363.8258
United Kingdom,GBR,2000,374.68112
United Kingdom,GBR,2001,362.5363
United Kingdom,GBR,2002,347.4646
United Kingdom,GBR,2003,342.432
United Kingdom,GBR,2004,319.65543
United Kingdom,GBR,2005,295.32785
United Kingdom,GBR,2006,287.54828
United Kingdom,GBR,2007,283.62402
United Kingdom,GBR,2008,267.61295
United Kingdom,GBR,2009,256.81445
United Kingdom,GBR,2010,246.81306
United Kingdom,GBR,2011,242.43771
United Kingdom,GBR,2012,240.87614
United Kingdom,GBR,2013,232.83772
United Kingdom,GBR,2014,234.6021
United Kingdom,GBR,2015,227.93628
United Kingdom,GBR,2016,211.34654
United Kingdom,GBR,2017,201.33261
United Kingdom,GBR,2018,193.65376
United Kingdom,GBR,2019,180.61159
United Kingdom,GBR,2020,178.79652
United States,USA,1980,278.29163
United States,USA,1981,276.54727
United States,USA,1982,277.7
United States,USA,1983,257.78467
United States,USA,1984,265.6785
United States,USA,1985,270.78052
United States,USA,1986,274.49048
United States,USA,1987,284.8201
United States,USA,1988,310.34164
United States,USA,1989,336.2671
United States,USA,1990,365.37262
United States,USA,1991,349.638
United States,USA,1992,362.20193
United States,USA,1993,386.2551
United States,USA,1994,408.8593
United States,USA,1995,466.618
United States,USA,1996,397.39114
United States,USA,1997,437.6505
United States,USA,1998,488.45505
United States,USA,1999,534.6019
United States,USA,2000,583.5547
United States,USA,2001,621.8261
United States,USA,2002,638.9625
United States,USA,2003,649.03687
United States,USA,2004,644.7946
United States,USA,2005,700.2599
United States,USA,2006,739.889
United States,USA,2007,797.1999
United States,USA,2008,757.57886
United States,USA,2009,729.0218
United States,USA,2010,777.6039
United States,USA,2011,789.32294
United States,USA,2012,848.82635
United States,USA,2013,901.2316
United States,USA,2014,885.298
United States,USA,2015,888.2566
United States,USA,2016,902.5605
United States,USA,2017,891.18195
United States,USA,2018,858.35785
United States,USA,2019,852.8155
United States,USA,2020,802.4778
Uruguay,URY,1980,23.698656
Uruguay,URY,1981,23.937342
Uruguay,URY,1982,16.44743
Uruguay,URY,1983,13.363218
Uruguay,URY,1984,14.293963
Uruguay,URY,1985,20.83186
Uruguay,URY,1986,12.823864
Uruguay,URY,1987,11.115496
Uruguay,URY,1988,9.097513
Uruguay,URY,1989,7.4243937
Uruguay,URY,1991,10.844002
Uruguay,URY,1992,12.366302
Uruguay,URY,1993,9.14322
Uruguay,URY,1994,5.6427307
Uruguay,URY,1995,10.909187
Uruguay,URY,1996,7.74801
Uruguay,URY,1997,9.861125
Uruguay,URY,1998,8.275415
Uruguay,URY,1999,8.234305
Uruguay,URY,2000,13.364814
Uruguay,URY,2001,15.7530985
Uruguay,URY,2002,9.073186
Uruguay,URY,2003,13.594328
Uruguay,URY,2004,11.165416
Uruguay,URY,2005,7.234001
Uruguay,URY,2006,9.3309355
Uruguay,URY,2007,10.514783
Uruguay,URY,2008,9.891698
Uruguay,URY,2009,8.97086
Uruguay,URY,2010,6.8602386
Uruguay,URY,2011,5.949493
Uruguay,URY,2012,6.525994
Uruguay,URY,2014,10.909112
Uruguay,URY,2015,7.6407213
Uruguay,URY,2017,6.7208133
Uzbekistan,UZB,1993,96.71319
Uzbekistan,UZB,1994,47.02028
Uzbekistan,UZB,1995,45.12249
Uzbekistan,UZB,1996,38.950085
Uzbekistan,UZB,1997,34.13285
Uzbekistan,UZB,1998,29.723656
Uzbekistan,UZB,1999,31.175425
Uzbekistan,UZB,2000,30.290194
Uzbekistan,UZB,2001,31.803946
Uzbekistan,UZB,2002,27.952583
Uzbekistan,UZB,2003,35.937744
Uzbekistan,UZB,2004,10.405976
Uzbekistan,UZB,2005,9.934736
Uzbekistan,UZB,2006,11.995473
Uzbekistan,UZB,2007,11.863951
Uzbekistan,UZB,2008,9.449334
Uzbekistan,UZB,2009,8.449352
Uzbekistan,UZB,2010,12.930628
Uzbekistan,UZB,2011,9.70491
Uzbekistan,UZB,2012,8.710961
Uzbekistan,UZB,2013,9.978901
Uzbekistan,UZB,2014,11.331336
Uzbekistan,UZB,2015,9.305507
Uzbekistan,UZB,2016,11.222889
Uzbekistan,UZB,2017,11.17522
Uzbekistan,UZB,2018,14.48401
Uzbekistan,UZB,2019,11.341256
Uzbekistan,UZB,2020,10.618415
Venezuela,VEN,1980,15.515658
Venezuela,VEN,1981,11.254326
Venezuela,VEN,1982,10.826515
Venezuela,VEN,1983,37.856754
Venezuela,VEN,1984,51.612553
Venezuela,VEN,1985,13.044246
Venezuela,VEN,1986,15.788703
Venezuela,VEN,1987,17.02252
Venezuela,VEN,1989,9.494016
Venezuela,VEN,1990,13.265433
Venezuela,VEN,1991,11.519705
Venezuela,VEN,1992,9.758236
Venezuela,VEN,1993,8.785148
Venezuela,VEN,1994,10.350804
Venezuela,VEN,1996,8.063046
Venezuela,VEN,1997,8.724882
Venezuela,VEN,2000,2.2924764
Venezuela,VEN,2002,2.6449883
Venezuela,VEN,2003,3.2968698
Venezuela,VEN,2004,3.2028148
Venezuela,VEN,2005,4.537139
Venezuela,VEN,2006,3.7266507
Venezuela,VEN,2007,2.2888203
Venezuela,VEN,2008,1.8257428
Venezuela,VEN,2009,2.1180534
Venezuela,VEN,2010,2.4377482
Venezuela,VEN,2011,2.0964968
Venezuela,VEN,2012,2.2056007
Venezuela,VEN,2013,2.4800572
Venezuela,VEN,2014,1.8215986
Venezuela,VEN,2015,1.5394834
Venezuela,VEN,2016,1.1385274
Venezuela,VEN,2017,3.1410086
Vietnam,VNM,1984,0.8903063
Vietnam,VNM,1986,0.11433965
Vietnam,VNM,1988,0.3123169
Vietnam,VNM,1989,0.70265096
Vietnam,VNM,1990,0.86680216
Vietnam,VNM,1991,0.5412615
Vietnam,VNM,1992,0.48718452
Vietnam,VNM,1993,0.44958717
Vietnam,VNM,1994,0.30344373
Vietnam,VNM,1995,0.31182587
Vietnam,VNM,1996,0.49368578
Vietnam,VNM,1997,0.39443272
Vietnam,VNM,1998,0.3241347
Vietnam,VNM,1999,0.44800738
Vietnam,VNM,2000,0.43037352
Vietnam,VNM,2001,0.651484
Vietnam,VNM,2002,0.85563034
Vietnam,VNM,2003,0.9573393
Vietnam,VNM,2004,1.251348
Vietnam,VNM,2005,2.1649683
Vietnam,VNM,2006,2.334673
Vietnam,VNM,2007,2.5836966
Vietnam,VNM,2008,2.3832545
Vietnam,VNM,2009,2.983248
Vietnam,VNM,2010,3.5007029
Vietnam,VNM,2011,3.39562
Vietnam,VNM,2012,4.277652
Vietnam,VNM,2013,4.907623
Vietnam,VNM,2014,5.3378344
Vietnam,VNM,2015,6.3129535
Vietnam,VNM,2016,6.0133243
Vietnam,VNM,2017,6.295659
Vietnam,VNM,2018,6.806138
Vietnam,VNM,2019,7.517485
Vietnam,VNM,2020,10.564034
World,OWID_WRL,1985,133.9235
World,OWID_WRL,1986,136.3619
World,OWID_WRL,1987,141.3216
World,OWID_WRL,1988,139.29443
World,OWID_WRL,1989,135.03828
World,OWID_WRL,1990,129.35991
World,OWID_WRL,1991,111.16772
World,OWID_WRL,1992,115.73572
World,OWID_WRL,1993,116.39762
World,OWID_WRL,1994,112.5297
World,OWID_WRL,1995,122.405205
World,OWID_WRL,1996,121.49053
World,OWID_WRL,1997,124.79511
World,OWID_WRL,1998,126.33381
World,OWID_WRL,1999,130.42708
World,OWID_WRL,2000,142.26938
World,OWID_WRL,2001,143.86717
World,OWID_WRL,2002,140.8179
World,OWID_WRL,2003,144.6379
World,OWID_WRL,2004,149.26453
World,OWID_WRL,2005,158.39769
World,OWID_WRL,2006,161.89319
World,OWID_WRL,2007,167.26265
World,OWID_WRL,2008,170.62077
World,OWID_WRL,2009,166.18573
World,OWID_WRL,2010,177.06416
World,OWID_WRL,2011,193.02641
World,OWID_WRL,2012,212.19829
World,OWID_WRL,2013,234.54633
World,OWID_WRL,2014,244.05186
World,OWID_WRL,2015,264.52222
World,OWID_WRL,2016,293.75226
World,OWID_WRL,2017,295.17795
World,OWID_WRL,2018,309.54776
World,OWID_WRL,2019,287.4197
World,OWID_WRL,2020,293.89285
Yemen,YEM,1998,0.39754346
Yemen,YEM,1999,0.49683812
Yemen,YEM,2000,0.3757642
Yemen,YEM,2001,0.31342304
Yemen,YEM,2002,0.4577669
Yemen,YEM,2003,0.7925186
Yemen,YEM,2004,0.48231342
Yemen,YEM,2005,0.9380566
Yemen,YEM,2006,0.63733983
Yemen,YEM,2007,0.48583272
Yemen,YEM,2010,0.80827856
Yemen,YEM,2011,0.27477264
Yemen,YEM,2012,1.3728203
Yemen,YEM,2013,1.5935365
Yemen,YEM,2014,1.0449204
Yemen,YEM,2015,0.17533676
Yemen,YEM,2016,0.54655993
Yemen,YEM,2017,0.49942756
Yemen,YEM,2019,1.9019426
Yemen,YEM,2020,1.8585032
Zambia,ZMB,1980,0.34962332
Zambia,ZMB,1981,0.1695637
Zambia,ZMB,1982,0.16418149
Zambia,ZMB,1983,0.15895517
Zambia,ZMB,1988,0.95965016
Zambia,ZMB,1989,0.40046567
Zambia,ZMB,1990,0.91069883
Zambia,ZMB,1991,0.12689595
Zambia,ZMB,1992,0.8669437
Zambia,ZMB,1993,0.48362207
Zambia,ZMB,1995,0.46060985
Zambia,ZMB,1996,0.67400396
Zambia,ZMB,1999,0.5196831
Zambia,ZMB,2001,0.588699
Zambia,ZMB,2002,0.28548878
Zambia,ZMB,2003,0.27680457
Zambia,ZMB,2004,0.08938113
Zambia,ZMB,2005,0.43234366
Zambia,ZMB,2006,0.3341249
Zambia,ZMB,2007,1.5320014
Zambia,ZMB,2008,2.0228791
Zambia,ZMB,2009,0.67577237
Zambia,ZMB,2010,0.3625265
Zambia,ZMB,2011,0.2102928
Zambia,ZMB,2012,0.47474808
Zambia,ZMB,2013,0.8532997
Zambia,ZMB,2014,0.88957816
Zambia,ZMB,2015,1.2309033
Zambia,ZMB,2016,0.894574
Zambia,ZMB,2017,0.69371957
Zambia,ZMB,2018,0.61673373
Zambia,ZMB,2019,0.108811095
Zambia,ZMB,2020,0.84532124
Zimbabwe,ZWE,1980,5.531969
Zimbabwe,ZWE,1981,4.662608
Zimbabwe,ZWE,1982,5.2538085
Zimbabwe,ZWE,1983,4.9343977
Zimbabwe,ZWE,1984,4.0483065
Zimbabwe,ZWE,1985,4.372583
Zimbabwe,ZWE,1986,5.232077
Zimbabwe,ZWE,1987,4.4193015
Zimbabwe,ZWE,1988,3.9712627
Zimbabwe,ZWE,1989,3.9608579
Zimbabwe,ZWE,1990,4.3504486
Zimbabwe,ZWE,1991,5.781563
Zimbabwe,ZWE,1992,3.9468105
Zimbabwe,ZWE,1993,4.075991
Zimbabwe,ZWE,1995,5.002709
Zimbabwe,ZWE,1996,2.504882
Zimbabwe,ZWE,2015,0.63582057
Zimbabwe,ZWE,2016,0.5535296
